CycPeptMPDB_ID,Structurally_Unique_ID,Sequence,Monomer_Length,Molecule_Shape,Permeability,MolWt,ExactMolWt,Permeable
1781,1781,dFcHexCH2_GlydLNlePMono34,6,Circle,-4.87,781052.0,780.5149485,0
1782,1782,dFMono38dLNlePMono34,6,Circle,-6.56,783024.0,782.4942131,1
1783,1783,dFpentyl_GlydLNlePMono1,6,Circle,-5.12,788987.0,788.4472629,0
1784,1784,dFcHexCH2_GlydLNlePMono1,6,Circle,-5.33,815025.0,814.4629129,0
1785,1785,dFMono38dLNlePMono1,6,Circle,-6.0,816997.0,816.4421775,0
1786,1786,dApentyl_GlyMe_dLNledPEt_Gly,6,Circle,-5.99,620836.0,620.4261335,0
1787,1787,dAcHexCH2_GlyMe_dLNledPEt_Gly,6,Circle,-5.57,646874.0,646.4417836,0
1788,1788,dAMono38Me_dLNledPEt_Gly,6,Circle,-7.19,648846.0,648.4210481,1
1789,1789,dApentyl_GlyMe_dLNledPMono34,6,Circle,-5.38,692943.0,692.4836484,0
1790,1790,dFpentyl_GlyMe_dLNledPEt_Gly,6,Circle,-5.01,696934.0,696.4574336,0
1791,1791,dAcHexCH2_GlyMe_dLNledPMono34,6,Circle,-5.09,718981.0,718.4992985,0
1792,1792,dAMono38Me_dLNledPMono34,6,Circle,-6.66,720953.0,720.478563,1
1793,1793,dFcHexCH2_GlyMe_dLNledPEt_Gly,6,Circle,-5.08,722972.0,722.4730837,0
1794,1794,dFMono38Me_dLNledPEt_Gly,6,Circle,-5.7,724944.0,724.4523483,0
1795,1795,dApentyl_GlyMe_dLNledPMono1,6,Circle,-5.1,726916.0,726.4316128,0
1796,1796,dAcHexCH2_GlyMe_dLNledPMono1,6,Circle,-5.13,752954.0,752.4472629,0
1797,1797,dAMono38Me_dLNledPMono1,6,Circle,-6.05,754926.0,754.4265274,1
1798,1798,dFpentyl_GlyMe_dLNledPMono34,6,Circle,-5.21,769041.0,768.5149485,0
1799,1799,dFcHexCH2_GlyMe_dLNledPMono34,6,Circle,-5.48,795079.0,794.5305986,0
1800,1800,dFMono38Me_dLNledPMono34,6,Circle,-5.26,797051.0,796.5098631,0
1801,1801,dFpentyl_GlyMe_dLNledPMono1,6,Circle,-10.0,803014.0,802.4629129,1
1802,1802,dFcHexCH2_GlyMe_dLNledPMono1,6,Circle,-6.88,829052.0,828.478563,1
1803,1803,dFMono38Me_dLNledPMono1,6,Circle,-5.29,831024.0,830.4578276,0
1804,1804,dApentyl_GlydLNledPEt_Gly,6,Circle,-6.36,606809.0,606.4104834,1
1805,1805,dAcHexCH2_GlydLNledPEt_Gly,6,Circle,-6.0,632847.0,632.4261335,0
1806,1806,dAMono38dLNledPEt_Gly,6,Circle,-7.14,634819.0,634.4053981,1
1807,1807,dApentyl_GlydLNledPMono34,6,Circle,-5.81,678916.0,678.4679983,0
1808,1808,dFpentyl_GlydLNledPEt_Gly,6,Circle,-5.22,682907.0,682.4417836,0
1809,1809,dAcHexCH2_GlydLNledPMono34,6,Circle,-5.44,704954.0,704.4836484,0
1810,1810,dAMono38dLNledPMono34,6,Circle,-6.6,706926.0,706.4629129,1
1811,1811,dFcHexCH2_GlydLNledPEt_Gly,6,Circle,-5.03,708945.0,708.4574336,0
1812,1812,dFMono38dLNledPEt_Gly,6,Circle,-6.15,710917.0,710.4366982,1
1813,1813,dApentyl_GlydLNledPMono1,6,Circle,-5.31,712889.0,712.4159628,0
1814,1814,dAcHexCH2_GlydLNledPMono1,6,Circle,-5.19,738927.0,738.4316128,0
1815,1815,dAMono38dLNledPMono1,6,Circle,-5.89,740899.0,740.4108774,0
1816,1816,dFpentyl_GlydLNledPMono34,6,Circle,-5.03,755014.0,754.4992985,0
1817,1817,dFcHexCH2_GlydLNledPMono34,6,Circle,-5.16,781052.0,780.5149485,0
1818,1818,dFMono38dLNledPMono34,6,Circle,-5.58,783024.0,782.4942131,0
1819,1819,dFpentyl_GlydLNledPMono1,6,Circle,-5.44,788987.0,788.4472629,0
1820,1820,dFcHexCH2_GlydLNledPMono1,6,Circle,-8.27,815025.0,814.4629129,1
1821,1821,dFMono38dLNledPMono1,6,Circle,-5.27,816997.0,816.4421775,0
1822,1,AbuSarmeLVmeLAdAmeLmeLmeVMe_Bmt(E),11,Circle,-6.2,1202635.0,1201.841368,1
1823,1823,SdLFFMono13,5,Circle,-5.6,747938.0,747.4319472,0
1824,1824,PSdLFFA,6,Circle,-7.2,662788.0,662.3427978,1
1825,1825,SdLFFMono46,5,Circle,-5.6,856103.0,855.4353183,0
1826,1826,Ser(tBu)dLFFMono47,5,Circle,-5.3,802.03,801.4788974,0
1827,25,dPmeYLMe_dLmeLL,6,Circle,-6.4,755014.0,754.4992985,1
1828,1828,LLGFMono13,5,Circle,-5.5,683895.0,683.4370325,0
1829,1829,SLYFMono13,5,Circle,-9.1,763937.0,763.4268618,1
1830,1830,TLYFMono13,5,Circle,-7.8,777964.0,777.4425118,1
1831,1831,TdLYFMono13,5,Circle,-8.8,777964.0,777.4425118,1
1832,1832,LLGFMono46,5,Circle,-5.8,792.06,791.4404037,0
1833,1833,LLSarFMono46,5,Circle,-5.6,806087.0,805.4560537,0
1834,1834,LLGmeFMono46,5,Circle,-6.1,806087.0,805.4560537,1
1835,1835,LLSarmeFMono46,5,Circle,-5.9,820114.0,819.4717038,0
1836,1836,TmeLYFMono13,5,Circle,-8.0,791991.0,791.4581619,1
1837,1837,TMe_dLYFMono13,5,Circle,-8.4,791991.0,791.4581619,1
1838,1838,TMe_dLdYFMono13,5,Circle,-6.1,791991.0,791.4581619,1
1839,1839,TMe_dLdYmeFMono13,5,Circle,-5.4,806018.0,805.473812,0
1840,1840,LdFPLdLL,6,Circle,-4.48,696934.0,696.4574336,0
1841,1841,LdFPFdLL,6,Circle,-4.41,730951.0,730.4417836,0
1842,1842,LFPLLI,6,Circle,-4.4,696934.0,696.4574336,0
1843,1843,LdFPFdLI,6,Circle,-4.4,730951.0,730.4417836,0
1844,1844,LdFdPLdLL,6,Circle,-5.1,696934.0,696.4574336,0
1845,1845,LdFdPFdLL,6,Circle,-4.96,730951.0,730.4417836,0
1846,1846,LFdPLLI,6,Circle,-4.82,696934.0,696.4574336,0
1847,1847,LdFdPFdLI,6,Circle,-4.74,730951.0,730.4417836,0
1848,1848,W3PaldPPhPr_GlyNva(Ph)dF,6,Circle,-6.05,929135.0,928.4635816,1
1849,1849,Nva(Ph)3PaldPPhPr_GlyNva(Ph)dF,6,Circle,-5.92,918152.0,917.4839827,0
1850,1850,Hph3PaldPPhPr_GlyNva(Ph)dF,6,Circle,-5.74,904125.0,903.4683327,0
1851,1851,Tza3PaldPPhPr_GlyNva(Ph)dF,6,Circle,-6.15,897115.0,896.4043525,1
1852,1852,Ala(tBu)3PaldPPhPr_GlyNva(Ph)dF,6,Circle,-5.32,870108.0,869.4839827,0
1853,1853,Ala(tBu)TzadPPhPr_GlyNva(Ph)dF,6,Circle,-5.4,876137.0,875.4404037,0
1854,1854,Ala(tBu)TzadPPhPr_GlyFdF,6,Circle,-5.18,848083.0,847.4091035,0
1855,1855,Ala(tBu)TzadPMono48FdF,6,Circle,-5.28,884063.0,883.3902599,0
1856,1856,Ala(tBu)TzadPMono48Phe(4-F)dF,6,Circle,-5.12,902053.0,901.3808381,0
1857,1857,Ala(tBu)TzadPMono48ChadF,6,Circle,-5.42,890111.0,889.4372101,0
1858,1858,Ala(tBu)TzadPMono48Ala(tBu)dF,6,Circle,-5.08,864073.0,863.42156,0
1859,1859,Ala(tBu)TzadPMono48Ser(Bn)dF,6,Circle,-5.21,914089.0,913.4008246,0
1860,1860,Me_Tza3PaldPPhPr_GlyNva(Ph)dF,6,Circle,-5.57,911142.0,910.4200026,0
1861,1861,Me_Tza3PaldPPhPr_GlyNva(Ph)Me_dF,6,Circle,-5.4,925169.0,924.4356526,0
1862,1,AbuSarmeLVmeLAdAmeLmeLmeVMe_Bmt(E),11,Circle,-5.25,1202635.0,1201.841368,0
1863,1863,AbuSarmeLVmeLAdAmeLmeLmeV,10,Circle,-5.27,1019384.0,1018.715439,0
1864,1864,Me_dLmeLMe_dLMe_dLmeLMe_dLdPmeY,8,Circle,-7.48,1037442.0,1036.730027,1
1865,1865,Me_dLmeAMe_dLMe_dLmeLMe_dAdPmeY,8,Circle,-4.72,953.28,952.6361263,0
1866,1866,Me_dAmeLMe_dAMe_dLmeAMe_dAdPmeY,8,Circle,-6.0,869118.0,868.5422259,0
1867,1867,Me_dAmeAMe_dAMe_dAmeAMe_dAdPmeY,8,Circle,-7.64,784956.0,784.4483255,1
1868,1868,Me_dAmeAMe_dLMe_dLmeLMe_dLdPmeY,8,Circle,-5.1,953.28,952.6361263,0
1869,1869,Me_dLmeLMe_dAMe_dAmeLMe_dLdPmeY,8,Circle,-5.4,953.28,952.6361263,0
1870,1870,Me_dLmeLMe_dLMe_dLmeAMe_dAdPmeY,8,Circle,-5.22,953.28,952.6361263,0
1871,1871,Me_dAmeLMe_dLMe_dLmeLMe_dAdPmeY,8,Circle,-4.96,953.28,952.6361263,0
1872,1872,Me_dLmeAMe_dLMe_dLmeAMe_dLdPmeY,8,Circle,-4.72,953.28,952.6361263,0
1873,1873,Me_dLmeAMe_dLMe_dAmeLMe_dLdPmeY,8,Circle,-4.62,953.28,952.6361263,0
1874,1874,Me_dAbumeAMe_dAMe_dNlemeAMe_dAdPmeY,8,Circle,-6.62,841064.0,840.5109258,1
1875,1875,Me_dAbuMe_NleMe_dAbuMe_dNleMe_NleMe_dAdPmeY,8,Circle,-5.48,939253.0,938.6204762,0
1876,1876,Me_dAbuMe_NvaMe_dNvaMe_dNvaMe_NvaMe_dNvadPmeY,8,Circle,-5.4,939253.0,938.6204762,0
1877,1877,Me_dAbuMe_NleMe_dNleMe_dNleMe_NleMe_dNledPmeY,8,Circle,-8.0,1009388.0,1008.698727,1
1878,1878,Me_NvaMe_dAbumeAMe_dAbuMe_dAmeAMe_dAbudPmeY,9,Circle,-7.3,940197.0,939.5793397,1
1879,1879,Me_NvaMe_dAbumeAMe_dNleMe_dAMe_NleMe_dAdPmeY,9,Circle,-6.1,996305.0,995.6419399,1
1880,1880,Me_NvaMe_dAbuMe_NvaMe_dNvaMe_dNvaMe_AbuMe_dNvadPmeY,9,Circle,-5.35,1038386.0,1037.68889,0
1881,1881,Me_NvaMe_dAbuMe_NleMe_dNleMe_dNleMe_NleMe_dNledPmeY,9,Circle,-8.0,1122548.0,1121.78279,1
1882,1882,Me_dAMe_NvaMe_dAbumeAMe_dAbuMe_dAbumeAMe_dAbudPmeY,10,Circle,-6.92,1039.33,1038.647754,1
1883,1883,Me_dAMe_NvaMe_dAbuMe_NleMe_dAbuMe_dAMe_NvaMe_dAbudPmeY,10,Circle,-5.85,1095438.0,1094.710354,0
1884,1884,Me_dAMe_NvaMe_dAbuMe_NleMe_dAbuMe_dNleMe_NleMe_dAbudPmeY,10,Circle,-6.1,1151546.0,1150.772954,1
1885,1885,KASYF,5,Circle,-6.08,596685.0,596.2958476,1
1886,1886,Lys(iPr)ASYF,5,Circle,-5.8,638766.0,638.3427978,0
1887,1887,Lys(iPr)ASer(Me)YF,5,Circle,-6.24,652793.0,652.3584479,1
1888,1888,Lys(iPr)ASer(tBu)YF,5,Circle,-6.96,694874.0,694.4053981,1
1889,1889,Lys(Cbz)ASer(Me)YF,5,Circle,-10.0,744846.0,744.3482771,1
1890,1890,Lys(Me2)ASer(tBu)YF,5,Circle,-6.18,680847.0,680.389748,1
1891,1891,KNSYF,5,Circle,-5.49,639.71,639.3016613,0
1892,1892,Lys(Me2)NSYF,5,Circle,-5.98,667764.0,667.3329614,0
1893,1893,Lys(Me2)NSTyr(Me)F,5,Circle,-6.24,681791.0,681.3486115,1
1894,1894,Lys(Me)NSTyr(Me)F,5,Circle,-5.72,667764.0,667.3329614,0
1895,1895,Lys(Me2)NSer(Me)Tyr(Me)F,5,Circle,-5.26,695818.0,695.3642615,0
1896,1896,Lys(Me2)NSTyr(Me)N,5,Circle,-5.36,648718.0,648.323125,0
1897,1897,Lys(Me2)NNTyr(Me)N,5,Circle,-5.59,675744.0,675.334024,0
1898,1898,Lys(Me2)NSer(Me)Tyr(Me)N,5,Circle,-5.63,662745.0,662.3387751,0
1899,1899,KdNSYF,5,Circle,-5.41,639.71,639.3016613,0
1900,1900,dKNSYF,5,Circle,-5.34,639.71,639.3016613,0
1901,1901,KNSYdF,5,Circle,-5.42,639.71,639.3016613,0
1902,1902,KNSdYF,5,Circle,-5.4,639.71,639.3016613,0
1903,1903,KNdSYF,5,Circle,-5.58,639.71,639.3016613,0
1904,1904,dVmeFSer(EtNMe2)meLTPr_GlymeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-6.82,1472923.0,1471.94181,1
1905,1905,dLmeFLmeLTBu_GlymeLSer(EtNMe2)meFmeVAsp_piperidide,11,Circle,-7.15,1470951.0,1469.962546,1
1906,1906,dVmeFLmeLTPr_GlymeLSer(EtNMe2)meFmeVAsp_piperidide,11,Circle,-6.92,1442897.0,1441.931246,1
1907,1907,dVmeFSer(EtNMe2)meLTBu_GlymeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-6.85,1486.95,1485.95746,1
1908,1908,Mono6meLLmeFmeFSer(EtNMe2)meLTmeLmeLAsp_piperidide,11,Circle,-7.14,1484978.0,1483.978196,1
1909,1909,Mono6meLSer(EtNMe2)meFmeFLmeLTmeLmeLAsp_piperidide,11,Circle,-7.0,1484978.0,1483.978196,1
1910,1910,meASer(EtNMe2)meLmeFLmeFmeLTBu_GlymeVAsp_piperidide,11,Circle,-6.92,1442897.0,1441.931246,1
1911,1911,meALmeLmeFSer(EtNMe2)meFmeLTPr_GlymeVAsp_piperidide,11,Circle,-6.92,1428.87,1427.915596,1
1912,1912,Bu_GlymeFSer(EtNMe2)meLTSarmeFMe_AbuSer(isoamyl)meLAsp_piperidide,11,Circle,-7.68,1458896.0,1457.92616,1
1913,1913,dLMe_Phe(3-Cl)Gln(Mes)meLTBu_GlymeLLmeFmeVAsp_piperidide,11,Circle,-8.06,1553418.0,1551.854174,1
1914,1914,dLMe_Phe(3-Cl)LmeLTBu_GlymeLGln(Mes)Me_Phe(3-Cl)meVAsp_piperidide,11,Circle,-8.0,1587863.0,1585.815201,1
1915,1915,dLMe_Phe(3-Cl)LMe_AbuTBu_GlymeLGln(Mes)Me_Phe(3-Cl)meVAsp_piperidide,11,Circle,-7.03,1559809.0,1557.783901,1
1916,1916,meLGln(Mes)meLmeFLmeFmeLTBu_GlymeVAsp_piperidide,11,Circle,-6.89,1533.0,1531.908796,1
1917,1917,Me_AbuGln(Mes)meLMe_Phe(3-Cl)LmeFmeLTBu_GlymeVAsp_piperidide,11,Circle,-7.0,1539391.0,1537.838523,1
1918,1918,meLLMe_AbumeFGln(Mes)Me_Phe(3-Cl)meLTBu_GlymeLAsp_piperidide,11,Circle,-6.82,1553418.0,1551.854174,1
1919,1919,Bu_GlymeFGln(Mes)meLTBu_GlymeFmeLLmeLAsp_piperidide,11,Circle,-7.22,1533.0,1531.908796,1
1920,1920,Bu_GlyMe_Phe(3-Cl)Gln(Mes)meLTBu_GlymeFmeLLmeLAsp_piperidide,11,Circle,-7.05,1567445.0,1565.869824,1
1921,1921,dVmeFGln(Mes)meLLBu_GlymeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-7.22,1547027.0,1545.924446,1
1922,1922,Mono6meLLmeFmeFGln(Mes)meLLmeLmeLAsp_piperidide,11,Circle,-7.0,1545055.0,1543.945181,1
1923,1923,Me_AbuLmeLmeFGln(Mes)meFmeLLBu_GlymeVAsp_piperidide,11,Circle,-6.85,1517001.0,1515.913881,1
1924,1924,Bu_GlymeFGln(Mes)meLLSarmeFmeLLmeLAsp_piperidide,11,Circle,-6.77,1502974.0,1501.898231,1
1925,1925,dVmeAmeLLmeFWmeLSarmeATAsp_piperidide,11,Circle,-6.96,1338704.0,1337.81113,1
1926,1926,meALmeLmeLAmeLmeIWSarmeAAsp_piperidide,11,Circle,-6.89,1302715.0,1301.847516,1
1927,1927,meALmeLmeWVmeLmeITSarmeLAsp_piperidide,11,Circle,-5.96,1360795.0,1359.889381,0
1928,1928,SarmeLImeLWSarmeLmeLSer(tBu)meAAsp_piperidide,11,Circle,-7.03,1360795.0,1359.889381,1
1929,1929,meAmeLmeLAmeLmeWmeFTmeAmeLAsp_piperidide,11,Circle,-7.6,1394812.0,1393.873731,1
1930,1930,meAmeLmeLAmeLmeLmeWTmeAmeLAsp_piperidide,11,Circle,-6.55,1360795.0,1359.889381,1
1931,1931,dVmeWLmeLTSarmeLSer(tBu)meLmeLAsp_piperidide,11,Circle,-6.44,1418875.0,1417.931246,1
1932,1932,Mono6meLImeFmeWSer(tBu)meLTmeLmeLAsp_piperidide,11,Circle,-6.77,1509.0,1507.978196,1
1933,1933,dAmeLImeLWSarmeLSer(tBu)meLmeVAsp_piperidide,11,Circle,-6.06,1388849.0,1387.920681,1
1934,1934,meAmeLmeLVmeLmeWmeFTmeAmeLAsp_piperidide,11,Circle,-8.04,1422866.0,1421.905031,1
1935,1935,Mono6meLImeLmeLSer(tBu)meLWmeAmeLAsp_piperidide,11,Circle,-6.54,1444957.0,1443.983281,1
1936,1936,meLLmeLmeWLmeFmeITSarmeLAsp_piperidide,11,Circle,-6.8,1450.92,1449.936331,1
1937,1937,dAmeFImeLYSarmeASer(tBu)meAmeLAsp_piperidide,11,Circle,-6.96,1329693.0,1328.810796,1
1938,599,dVmeAmeLLmeFTyr(3-F)meLmeAmeATAsp_piperidide,11,Circle,-7.54,1347683.0,1346.801374,1
1939,1939,Mono6meLTyr(3-F)meLmeFSer(tBu)meLTSarmeLAsp_piperidide,11,Circle,-6.77,1447844.0,1446.890189,1
1940,1940,SarmeFVmeLYSarmeAmeLSer(tBu)meVAsp_piperidide,11,Circle,-6.66,1343.72,1342.826446,1
1941,1941,meALmeAmeFVmeAmeIYSarmeLAsp_piperidide,11,Circle,-6.85,1299667.0,1298.800231,1
1942,1942,dAmeLImeAYSarmeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-6.25,1357747.0,1356.842096,1
1943,1943,dLmeFTyr(3-F)meLTSarmeLSer(tBu)meLmeAAsp_piperidide,11,Circle,-6.7,1419.79,1418.858889,1
1944,1944,Mono6meLImeFmeLTyr(3-F)meLTmeAmeLAsp_piperidide,11,Circle,-6.8,1431845.0,1430.895275,1
1945,1945,meALmeLmeFAmeAmeLTyr(3-F)SarmeLAsp_piperidide,11,Circle,-6.64,1331684.0,1330.80646,1
1946,1946,dVmeAVmeLYSarmeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-6.0,1371774.0,1370.857746,0
1947,1947,meATyr(3-F)meLmeLVmeFmeLTSarmeLAsp_piperidide,11,Circle,-6.34,1389764.0,1388.848325,1
1948,1948,SarmeLTyr(3-F)meLTSarmeFmeLLmeLAsp_piperidide,11,Circle,-6.36,1389764.0,1388.848325,1
1949,1949,dAmeLImeLTyr(3-F)SarmeLSer(tBu)meFmeAAsp_piperidide,11,Circle,-6.49,1389764.0,1388.848325,1
1950,1950,Mono6meVImeLmeFSer(tBu)meLYmeAmeLAsp_piperidide,11,Circle,-6.35,1441909.0,1440.935997,1
1951,1951,meAVmeLmeLAmeFmeIYSarmeLAsp_piperidide,11,Circle,-6.38,1341748.0,1340.847182,1
1952,1952,dVmeFLmeLYSarmeLSer(tBu)meLmeAAsp_piperidide,11,Circle,-6.89,1399828.0,1398.889046,1
1953,1953,dVmeFLmeLTSarmeLTyr(3-F)meLmeLAsp_piperidide,11,Circle,-6.77,1417818.0,1416.879625,1
1954,1954,Mono6meLImeFmeLSer(tBu)meLYmeAmeLAsp_piperidide,11,Circle,-6.8,1455936.0,1454.951647,1
1955,1955,dAmeFPhe(4-CF3)meLTSarmeLSer(tBu)meVmeAAsp_piperidide,11,Circle,-5.96,1397.69,1396.798181,0
1956,1956,meAPhe(4-CF3)meLmeFAmeLmeITSarmeAAsp_piperidide,11,Circle,-5.96,1353637.0,1352.771966,0
1957,1957,SarmeAImeLTSarmeFmeLPhe(4-CF3)meVAsp_piperidide,11,Circle,-5.51,1367664.0,1366.787616,0
1958,1958,Me_dAmeLPhe(4-CF3)meLTmeAmeVIPLAsp_piperidide,11,Circle,-5.64,1359685.0,1358.818916,0
1959,1959,dVmeVPhe(4-CF3)meLTSarmeLSer(tBu)meFmeAAsp_piperidide,11,Circle,-5.59,1425744.0,1424.829481,0
1960,1960,meLmeAmeFTmeLPhe(4-CF3)PAsp_piperidide,8,Circle,-5.89,1096303.0,1095.598024,0
1961,1961,meLTPmeAPhe(4-CF3)meLmeLAsp_piperidide,8,Circle,-5.8,1062286.0,1061.613674,0
1962,1962,dAmeLSer(tBu)meLdPipmeATmeFPhe(4-CF3)meLAsp_piperidide,11,Circle,-5.66,1451782.0,1450.845131,0
1963,1963,dVmeLPhe(4-CF3)meLTSarmeLSer(tBu)meFmeAAsp_piperidide,11,Circle,-5.59,1439771.0,1438.845131,0
1964,1964,PmeLPhe(4-CF3)TmeLLLAsp_piperidide,8,Circle,-5.72,1076313.0,1075.629325,0
1965,1965,SarmeFPhe(4-CF3)meLTSarmeLmeLSer(tBu)meVAsp_piperidide,11,Circle,-5.6,1439771.0,1438.845131,0
1966,1966,dAmeLdPipmeLdPipmeATmeFPhe(4-CF3)meLAsp_piperidide,11,Circle,-5.68,1419.74,1418.818916,0
1967,1967,meALmeLmeLPhe(4-CF3)meAmeITSarmeLAsp_piperidide,11,Circle,-5.54,1361701.0,1360.834566,0
1968,1968,Ser(tBu)meLEt_GlyTmeLmeLPhe(4-CF3)Asp_piperidide,8,Circle,-5.96,1108355.0,1107.655539,0
1969,1969,AmeLLImeLPhe(4-CF3)TmeLAsp_piperidide,9,Circle,-5.68,1177462.0,1176.713389,0
1970,1970,VmeLLmeAPhe(4-CF3)TmeFmeLAsp_piperidide,9,Circle,-5.92,1211479.0,1210.697738,0
1971,1971,VmeLLmeAmeLPhe(4-CF3)TmeLAsp_piperidide,9,Circle,-5.77,1177462.0,1176.713389,0
1972,1972,meLPhe(4-CF3)meLmeLSer(tBu)Pr_GlyTAsp_piperidide,8,Circle,-5.72,1122382.0,1121.671189,0
1973,1973,dVPhe(4-CF3)meLmeLTSarmeLmeLLAsp_piperidide,10,Circle,-5.96,1290622.0,1289.797452,0
1977,1977,meLPhe(4-CF3)meLmeITPr_GlymeLSer(tBu)Asp_piperidide,9,Circle,-5.92,1249569.0,1248.770903,0
1978,1978,LmeAmeLTmeLPhe(4-CF3)meLmeLAsp_piperidide,9,Circle,-5.85,1205516.0,1204.744689,0
1979,1979,AMe_Phe(3-Cl)VmeVTSarmeLSer(tBu)meFmeLAsp_piperidide,11,Circle,-5.85,1392192.0,1390.803124,0
1980,1980,dPMe_Phe(3-Cl)VmeVTSarmeLSer(tBu)meFmeLAsp_piperidide,11,Circle,-5.68,1418.23,1416.818774,0
1981,1981,PMe_Phe(3-Cl)VmeVTSarmeLSer(tBu)meFmeLAsp_piperidide,11,Circle,-5.54,1418.23,1416.818774,0
1982,1982,dAMe_Phe(3-Cl)LmeLTSarmeVSer(tBu)meFmeLAsp_piperidide,11,Circle,-5.66,1406219.0,1404.818774,0
1983,1983,SarmeFImeLTSarMe_Phe(3-Cl)meLSer(tBu)meVAsp_piperidide,11,Circle,-5.85,1406219.0,1404.818774,0
1986,1986,meALmeLmeFAMe_Phe(3-Cl)meLTSarmeLAsp_piperidide,11,Circle,-5.85,1362166.0,1360.792559,0
1989,1989,dVmeVAbumeL3PalSarmeLSer(tBu)Me_Phe(3-Cl)meLAsp_piperidide,11,Circle,-5.8,1419262.0,1417.850408,0
1995,1995,Mono6meLImeLMe_Phe(3-Cl)Ser(tBu)meL4PalmeAmeLAsp_piperidide,11,Circle,-5.8,1475.37,1473.913009,0
1996,1996,dVmeVLMe_Phe(3-Cl)Ser(tBu)meLTmeAmeLLAsp_piperidide,11,Circle,-5.92,1400256.0,1398.865724,0
1997,1997,dLmeLLmeLTSarmeL4PalMe_Phe(3-Cl)meLAsp_piperidide,11,Circle,-5.96,1433289.0,1431.866059,0
1998,1998,meALmeLmeFAMe_Phe(4-Cl)meLTSarmeLAsp_piperidide,11,Circle,-5.8,1362166.0,1360.792559,0
1999,1999,meAVmeLMe_Phe(4-Cl)LmeFmeLTSarmeLAsp_piperidide,11,Circle,-5.89,1390.22,1388.823859,0
2000,2000,SarmeFImeLTSarMe_Phe(4-Cl)meLSer(tBu)meVAsp_piperidide,11,Circle,-5.96,1406219.0,1404.818774,0
2001,2001,SarMe_Phe(4-Cl)ImeLTSarmeFmeLSer(tBu)meVAsp_piperidide,11,Circle,-5.92,1406219.0,1404.818774,0
2002,2002,SarmeFSer(Bn)meLTSarmeFmeLSer(tBu)meLAsp_piperidide,11,Circle,-5.52,1449844.0,1448.868311,0
2003,2003,SarmeFImeLTSarmeFmeLSer(Bn)meIAsp_piperidide,11,Circle,-5.6,1419818.0,1418.857746,0
2004,2004,meALmeLmeFSer(Bn)meFmeATSarmeLAsp_piperidide,11,Circle,-5.7,1391764.0,1390.826446,0
2005,2005,dVmeFMono49meLTSarmeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-5.62,1482849.0,1481.869788,0
2006,2006,meVMono49meLmeFLmeFmeITSarmeLAsp_piperidide,11,Circle,-5.96,1480877.0,1479.890524,0
2007,2007,meVAmeFmeLSarTmeVHphmeLmeFAsp_piperidide,11,Circle,-5.59,1389792.0,1388.847182,0
2008,2008,meAmeFHphmeLTSarmeLmeFSer(tBu)meAAsp_piperidide,11,Circle,-5.68,1405791.0,1404.842096,0
2009,2009,meAmeFHphmeLTSarmeLMe_HphSer(tBu)meAAsp_piperidide,11,Circle,-5.92,1419818.0,1418.857746,0
2010,2010,dAmeFSer(Ph(3-Cl))meVTSarmeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-5.66,1442208.0,1440.782388,0
2011,2011,meAVmeLmeFSer(Ph(3-Cl))meFmeITSarmeAAsp_piperidide,11,Circle,-5.74,1398155.0,1396.756174,0
2012,2012,dVmeFSer(Ph(3-Cl))meATSarmeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-5.72,1442208.0,1440.782388,0
2013,2013,meASer(Ph(3-Cl))meLmeFAmeFmeITSarmeLAsp_piperidide,11,Circle,-5.89,1412182.0,1410.771824,0
2014,2014,SarmeFNva(Ph)meLTSarmeFmeLSer(tBu)meIAsp_piperidide,11,Circle,-5.74,1447872.0,1446.889046,0
2015,2015,SarmeFImeLTSarmeFmeLNva(Ph)meAAsp_piperidide,11,Circle,-5.82,1375765.0,1374.831532,0
2016,2016,meANva(Ph)meLmeFAmeFmeVTSarmeLAsp_piperidide,11,Circle,-5.82,1375765.0,1374.831532,0
2017,2017,dVmeFNva(Ph)meLTSarmeLSer(tBu)meFmeAAsp_piperidide,11,Circle,-5.96,1433845.0,1432.873396,0
2018,2018,dAmeFVmeLTSarmeLNva(Ph)meFmeVAsp_piperidide,11,Circle,-6.0,1389792.0,1388.847182,0
2019,2019,dAmeFVmeLTPr_GlymeLSer(tBu)meFmeFAsp_piperidide,11,Circle,-5.28,1433845.0,1432.873396,0
2020,2020,Pr_GlymeFImeFTSarmeFmeLSer(tBu)meVAsp_piperidide,11,Circle,-5.3,1433845.0,1432.873396,0
2022,2022,meAmeFLmeL3PalSarmeLSer(tBu)meFmeVAsp_piperidide,11,Circle,-5.52,1432861.0,1431.889381,0
2028,2028,PmeFLmeLTSarmeLSer(tBu)meFmeFAsp_piperidide,11,Circle,-5.68,1445856.0,1444.873396,0
2029,2029,meALmeLmeFLmeFmeFTSarmeLAsp_piperidide,11,Circle,-5.7,1403819.0,1402.862832,0
